Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Default Answer Type,Answer Type,Unit Label,Scoring Divisor,Rounding Mode,Round Penalty Value,Fixed Penalty,Scoring Mode,Scoring Outcome Type,Source Label,Added By,Original Sheet,Original Question Type
Questions,Normal Game,Would you rather have unlimited money or unlimited time?,Hypotheticals,Preference,unlimited money | unlimited time,,1,2,playful,lifestyle,"fun, random, hypothetical, lifestyle, money",,,,"quick-fire, warm-up",funny-break,finance,multipleChoice,multipleChoice,,,,,,,,,,,
Questions,Normal Game,What is your dream car and why?,Cars & Driving,Text Answer,,,1,3,emotional,future,"emotional, deep, lifestyle, cars, future",,,,"date-night, normal",deep-connection,future-plans,text,text,,,,,,,,,,,
Questions,Normal Game,"Who taught you to drive, and how was your first driving experience?",Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What is your biggest driving pet peeve?,Cars & Driving,Text Answer,,,1,3,playful,habits,"cars, lifestyle, personality, habits",,,,"date-night, normal",deep-connection,habits,text,text,,,,,,,,,,,
Questions,Normal Game,What song do you love to blast while driving?,Cars & Driving,Text Answer,,,1,3,romantic,romance,"entertainment, memories, fun, lifestyle, romantic, cars, future",,,,"date-night, normal",romantic-moment,memories,text,text,,,,,,,,,,,
Questions,Normal Game,"If we went on a road trip tomorrow, where would you want to go?",Cars & Driving,Text Answer,,,1,2,playful,future,"future, cars, travel, lifestyle",,,,"quick-fire, warm-up",funny-break,future-plans,text,text,,,,,,,,,,,
Questions,Normal Game,What’s the longest road trip you’ve ever been on?,Cars & Driving,Text Answer,,,1,2,playful,future,"future, cars, travel, lifestyle",,,,"quick-fire, warm-up",funny-break,future-plans,text,text,,,,,,,,,,,
Questions,Normal Game,"If you could drive any vehicle in a movie, which would you pick?",Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"entertainment, fun, random, hypothetical, lifestyle, cars",,,,"quick-fire, warm-up",funny-break,entertainment,text,text,,,,,,,,,,,
Questions,Normal Game,What’s your favorite snack to have on a long drive?,Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, food, drink, lifestyle",,,,"quick-fire, warm-up",funny-break,food-drink,text,text,,,,,,,,,,,
Questions,Normal Game,Are you more of a careful driver or a speed demon?,Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Have you ever named a car you owned?,Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What's one thing you must have in your car at all times?,Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What’s the worst traffic jam you’ve ever experienced?,Cars & Driving,Text Answer,,,1,4,savage,lifestyle,"savage, cars, lifestyle, fun",,,argument-risk,"spicy-night, final-round",spicy-escalation,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Would you rather drive in city traffic or on country roads?,Cars & Driving,Preference,drive in city traffic | on country roads,,1,2,playful,future,"fun, random, hypothetical, lifestyle, cars, future, travel",,,,"quick-fire, warm-up",funny-break,future-plans,multipleChoice,multipleChoice,,,,,,,,,,,Text Answer
Questions,Normal Game,What’s the most scenic route you’ve ever taken?,Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,"If you could eliminate one bad driving habit from the roads, what would it be?",Cars & Driving,Text Answer,,,1,3,playful,habits,"fun, random, hypothetical, habits, lifestyle, cars, personality",,,,"date-night, normal",deep-connection,habits,text,text,,,,,,,,,,,
Questions,Normal Game,What’s your favorite memory involving a car?,Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Do you sing along to the radio when you’re alone in the car?,Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What’s your favorite time of day to drive?,Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Have you ever gotten lost on a drive and discovered something amazing?,Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,"If you had to choose between a vintage classic car or a modern electric car, which would you prefer?",Cars & Driving,Text Answer,,,1,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Which celebrity would you love to have as a best friend?,Celebrities,Text Answer,,,1,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,text,text,,,,,,,,,,,
Questions,Normal Game,"If you could have dinner with any famous person, dead or alive, who would it be?",Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Whose celebrity style do you admire the most?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Which famous couple do you think seems genuinely happy?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What actor would play you in a movie about your life?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,text,text,,,,,,,,,,,
Questions,Normal Game,Which celebrity do you think is overrated?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Who is your all-time favorite musician or band?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,text,text,,,,,,,,,,,
Questions,Normal Game,"If you could switch lives with a celebrity for a day, who would it be?",Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Which celebrity’s fashion line would you actually wear?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What’s the most surprising fact you know about a celebrity?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Which famous person do you secretly follow on social media?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,"If you could ask your favorite actor one question, what would it be?",Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Which celebrity do you think would make a great leader?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Who is your guilty pleasure celebrity crush?,Celebrities,Text Answer,,,1,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What’s your favorite celebrity scandal or gossip story?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Which celebrity would you like to collaborate with on a creative project?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Who is the most down-to-earth famous person you’ve ever heard about?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Which celebrity do you think has aged the best?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,"If you could invite three famous people to a dinner party, who would they be?",Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What upcoming celebrity biopic are you excited to watch?,Celebrities,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What was your favorite cartoon as a child?,Childhood,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What was your first pet’s name?,Childhood,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Which childhood toy did you cherish the most?,Childhood,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What is a food you refused to eat as a kid?,Childhood,Text Answer,,,1,3,playful,memories,"memories, food, lifestyle, childhood, drink",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,Who was your childhood hero?,Childhood,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What was your favorite school subject in elementary school?,Childhood,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,Did you have an imaginary friend growing up?,Childhood,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What’s a funny family tradition from your childhood?,Childhood,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,Where did you go on your first family vacation?,Childhood,Text Answer,,,1,3,playful,memories,"memories, lifestyle, childhood, future, travel",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What was your favorite game to play with friends?,Childhood,Text Answer,,,1,2,competitive,lifestyle,"entertainment, sports, fun, lifestyle",,,,"quick-fire, warm-up",escalation,entertainment,text,text,,,,,,,,,,,
Questions,Normal Game,What was your least favorite chore as a child?,Childhood,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,Did you ever get in trouble for something you didn’t do?,Childhood,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What’s the most embarrassing photo of you as a kid?,Childhood,Text Answer,,,1,3,awkward,memories,"childhood, memories, awkward, embarrassing",,,embarrassment-risk,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,Which relative were you closest to growing up?,Childhood,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What was the best birthday party you had as a child?,Childhood,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,Did you collect anything as a kid?,Childhood,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What song reminds you of your childhood?,Childhood,Text Answer,,,1,3,playful,memories,"entertainment, memories, fun, lifestyle, childhood",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,Were you more of a bookworm or a sports kid?,Childhood,Text Answer,,,1,3,playful,memories,"entertainment, sports, memories, fun, lifestyle, childhood",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What was your favorite after-school snack?,Childhood,Text Answer,,,1,3,playful,memories,"memories, food, lifestyle, childhood, drink",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What’s a smell that instantly takes you back to childhood?,Childhood,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What’s the most embarrassing thing you’ve done on a date?,Embarrassing Moments,Text Answer,,,1,3,awkward,lifestyle,"awkward, embarrassing, fun, lifestyle",,,embarrassment-risk,"date-night, normal",deep-connection,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Have you ever called a teacher ‘Mom’ or ‘Dad’ by accident?,Embarrassing Moments,Text Answer,,,1,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,text,text,,,,,,,,,,,
Questions,Normal Game,What’s the funniest thing you’ve done while drunk?,Embarrassing Moments,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Have you ever tripped in public and pretended it didn’t happen?,Embarrassing Moments,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What’s a fashion choice you regret from your past?,Embarrassing Moments,Text Answer,,,1,3,emotional,lifestyle,"emotional, deep, fun, lifestyle",,,emotional-risk,"date-night, normal",deep-connection,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,Have you ever sent a text to the wrong person?,Embarrassing Moments,Text Answer,,,1,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Questions,Normal Game,What’s the worst thing you’ve ever said in a job interview?,Embarrassing Moments,Text Answer,,,1,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"spicy-night, final-round",spicy-escalation,lifestyle,text,text,,,,,,,,,,,
