question,category,roundType,defaultAnswerType,answerType,multipleChoiceOptions,correctAnswer,tags,intensity,tone,relationshipArea,avoidIf,gameSuitability,aiUseCase,repeatGroup,unitLabel,scoringDivisor,roundingMode,roundPenaltyValue,fixedPenalty,scoringMode,scoringOutcomeType,notes,sourceLabel,addedBy,active
Sort these from most to least important in a long-term relationship during a naughty private mood?,Values,sortIntoOrder,ranked,ranked,Trust|Fun|Stability|Passion,,values;future;during-a-naughty-private-mood,2,thoughtful,Values,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-values-0-10,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these from most to least important in a long-term relationship when family or friends are around?,Values,sortIntoOrder,ranked,ranked,Trust|Fun|Stability|Passion,,values;future;when-family-or-friends-are-around,2,thoughtful,Values,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-values-0-11,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these from most to least important in a long-term relationship when you have not had enough sleep?,Values,sortIntoOrder,ranked,ranked,Trust|Fun|Stability|Passion,,values;future;when-you-have-not-had-enough-sleep,2,thoughtful,Values,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-values-0-12,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these from most to least important in a long-term relationship when you want the night to feel special?,Values,sortIntoOrder,ranked,ranked,Trust|Fun|Stability|Passion,,values;future;when-you-want-the-night-to-feel-special,2,thoughtful,Values,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-values-0-13,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Sort these from most to least important in a long-term relationship when everything has been a bit too serious?,Values,sortIntoOrder,ranked,ranked,Trust|Fun|Stability|Passion,,values;future;when-everything-has-been-a-bit-too-serious,2,thoughtful,Values,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-values-0-14,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when life is calm?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-life-is-calm,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-0,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when one of you is stressed?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-one-of-you-is-stressed,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-1,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? on a lazy weekend?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;on-a-lazy-weekend,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-2,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? during a romantic night in?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;during-a-romantic-night-in,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-3,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when you are both feeling playful?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-you-are-both-feeling-playful,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-4,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? after a disagreement?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;after-a-disagreement,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-5,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? on holiday?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;on-holiday,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-6,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when planning the future?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-planning-the-future,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-7,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when money is tighter than usual?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-money-is-tighter-than-usual,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-8,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when you both need reassurance?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-you-both-need-reassurance,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-9,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? during a naughty private mood?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;during-a-naughty-private-mood,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-10,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when family or friends are around?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-family-or-friends-are-around,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-11,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when you have not had enough sleep?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-you-have-not-had-enough-sleep,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-12,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when you want the night to feel special?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-you-want-the-night-to-feel-special,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-13,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What kind of romantic gesture lands best for you? when everything has been a bit too serious?,Romance,multipleChoice,multipleChoice,multipleChoice,A planned date|A thoughtful message|Practical help|Physical affection,,romance;love-language;when-everything-has-been-a-bit-too-serious,2,warm,Romance,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-romance-1-14,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when life is calm?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-life-is-calm,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-0,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when one of you is stressed?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-one-of-you-is-stressed,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-1,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? on a lazy weekend?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;on-a-lazy-weekend,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-2,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? during a romantic night in?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;during-a-romantic-night-in,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-3,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when you are both feeling playful?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-you-are-both-feeling-playful,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-4,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? after a disagreement?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;after-a-disagreement,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-5,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? on holiday?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;on-holiday,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-6,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when planning the future?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-planning-the-future,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-7,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when money is tighter than usual?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-money-is-tighter-than-usual,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-8,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when you both need reassurance?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-you-both-need-reassurance,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-9,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? during a naughty private mood?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;during-a-naughty-private-mood,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-10,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when family or friends are around?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-family-or-friends-are-around,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-11,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when you have not had enough sleep?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-you-have-not-had-enough-sleep,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-12,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when you want the night to feel special?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-you-want-the-night-to-feel-special,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-13,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which private vibe would you choose more often? when everything has been a bit too serious?,Sex & Intimacy,preference,multipleChoice,multipleChoice,Slow and soft|Naughty and teasing,,intimacy;naughty;when-everything-has-been-a-bit-too-serious,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-sex-intimacy-2-14,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when life is calm?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-life-is-calm,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-0,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when one of you is stressed?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-one-of-you-is-stressed,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-1,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? on a lazy weekend?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;on-a-lazy-weekend,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-2,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? during a romantic night in?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;during-a-romantic-night-in,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-3,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when you are both feeling playful?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-you-are-both-feeling-playful,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-4,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? after a disagreement?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;after-a-disagreement,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-5,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? on holiday?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;on-holiday,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-6,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when planning the future?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-planning-the-future,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-7,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when money is tighter than usual?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-money-is-tighter-than-usual,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-8,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when you both need reassurance?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-you-both-need-reassurance,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-9,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? during a naughty private mood?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;during-a-naughty-private-mood,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-10,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when family or friends are around?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-family-or-friends-are-around,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-11,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when you have not had enough sleep?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-you-have-not-had-enough-sleep,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-12,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when you want the night to feel special?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-you-want-the-night-to-feel-special,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-13,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
What is your ideal Sunday together? when everything has been a bit too serious?,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Lie-in and cuddles|Food and a walk|Seeing people|Getting jobs done,,weekend;routine;when-everything-has-been-a-bit-too-serious,2,playful,Lifestyle,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-lifestyle-3-14,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when life is calm?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-life-is-calm,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-0,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
Which future goal feels most exciting to build together? when one of you is stressed?,Future Plans,multipleChoice,multipleChoice,multipleChoice,A home|Travel|Financial freedom|A calmer life,,future;goals;when-one-of-you-is-stressed,2,playful,Future Plans,,Compatibility Meter,compatibility scoring;analytics;diary insight,compat-future-plans-4-1,,1,nearest,0,0,automatic,compatibility,Both players answer the same prompt. Matching or similar answers produce a stronger compatibility score.,Compatibility Draft May 2026,Codex,TRUE
